Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
MISSION_NG_9,40403,NG (Natural Gas),352.66,105.8,9.054806612
CORPUSCHRISTI_NG_10,40853,NG (Natural Gas),1082.2,324.65999999999997,9.41238444575
LAREDO_NG,41903,NG (Natural Gas),263.6,79.08,8.885047934
BROWNSVILLE_NG,41933,NG (Natural Gas),1522.71,456.80999999999995,8.962894547700001
ALEDO_NG,50223,NG (Natural Gas),4.8,1.44,8.399478061
DALLAS_NG,53853,NG (Natural Gas),1552.95,465.88000000000005,9.227677924714285
DALLAS_NG_11,50373,NG (Natural Gas),308.47,92.54,9.557153196
GRAHAM_NG,50573,NG (Natural Gas),634.7,190.4,9.593392602
ARLINGTON_NG,50673,NG (Natural Gas),1327.21,398.15999999999997,9.393530253800002
MCKINNEY_NG,54443,NG (Natural Gas),894.65,268.4,8.9517870275
MIDLOTHIAN_NG,54443,NG (Natural Gas),2016.6,604.98,9.341865409249998
IRVING_C,54223,BIT (Bituminous Coal),16.5,4.95,10.15782017
LEWSIVILLE_NG,54223,NG (Natural Gas),15.600000000000001,4.68,8.4126268995
POOLVILLE_NG,52063,NG (Natural Gas),746.01,223.79999999999998,9.33041583
GLENROSE_Nuc,52623,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY_NG,52623,NG (Natural Gas),883.1999999999999,264.96,8.945227304
TEMPLE_NG,52813,NG (Natural Gas),803.19,240.95999999999998,9.402998742000001
MCKINNEY_NG_12,53023,NG (Natural Gas),463.75,139.13,10.1506946
GRANBURY_NG_13,53193,NG (Natural Gas),262.8,78.84,9.384543396
DALLAS_NG_14,53233,NG (Natural Gas),852.21,255.66,9.463130278
RIESEL_C,53603,BIT (Bituminous Coal),1008.0,302.4,12.14486904
BRIDGEPORT_NG,53643,NG (Natural Gas),1290.38,387.12,9.083217665285714
ENNIS_NG,53823,NG (Natural Gas),418.0,125.4,9.18106152
PALOPINTO_NG_15,54153,NG (Natural Gas),122.0,36.6,8.846538572
SANANTONIO_NG,61993,NG (Natural Gas),247.0,74.1,8.516752899571431
MARION_NG,60693,NG (Natural Gas),1088.22,326.4599999999999,9.071288987
LAGRANGE_C,60783,BIT (Bituminous Coal),1689.9900000000002,507.0,11.26109339
WINCHESTER_NG,60783,NG (Natural Gas),242.0,72.6,8.691631245
ROCKDALE_C,61113,BIT (Bituminous Coal),1252.1,375.63,11.385
SANANTONIO_NG_16,61473,NG (Natural Gas),3276.4,982.9200000000001,10.462471008833333
SEGUIN_NG,61643,NG (Natural Gas),940.2,282.08,9.27883522
ELMENDORF_NG,74063,NG (Natural Gas),1687.9899999999998,506.40000000000003,9.1856787095
NURSERY_NG,74063,NG (Natural Gas),215.2,64.56,8.5471608084
VICTORIA_NG,74063,NG (Natural Gas),290.85,87.25,8.936498753999999
POINTCOMFORT_NG,74063,NG (Natural Gas),1062.5,318.75,8.89017921425
WADSWORTH_Nuc,74063,NUC (Nuclear),1354.3,406.29,7.9
CEDARCREEK_NG,62953,NG (Natural Gas),618.6899999999999,185.64,9.167468948
NEWBRAUNFELS_NG,63023,NG (Natural Gas),992.2,297.68,9.139121170600001
PASADENA_NG,74003,NG (Natural Gas),815.0,244.5,9.001948687
DEERPARK_NG,74003,NG (Natural Gas),1428.0,428.40000000000003,8.988255616888889
HOUSTON_NG,74003,NG (Natural Gas),1904.6,571.3600000000001,8.866387293466666
MONTBELVIEU_NG,74003,NG (Natural Gas),40.7,12.21,8.4613836285
PASADENA_C,74003,BIT (Bituminous Coal),458.2,137.46,10.596887075000001
CHANNELVIEW_NG,74003,NG (Natural Gas),1378.26,413.4800000000001,8.905599266599998
HOUSTON_NG_17,71243,NG (Natural Gas),4.0,1.2,8.396963957999999
VICTORIA_NG_18,70453,NG (Natural Gas),188.45,56.53,9.10147246
BAYTOWN_NG,74223,NG (Natural Gas),914.6,274.36,9.254025656
FREEPORT_NG,74223,NG (Natural Gas),497.92,149.36,8.856304215
ALVIN_NG,74223,NG (Natural Gas),1508.9,452.66999999999996,8.906210362636365
WADSWORTH_Nuc_19,70983,NUC (Nuclear),1354.3,406.29,7.46
HOUSTON_NG_20,74273,NG (Natural Gas),8.0,2.4000000000000004,8.3997648135
LAPORTE_NG,71383,NG (Natural Gas),1459.2,437.7799999999999,8.9397697006
PASADENA_NG_21,71383,NG (Natural Gas),757.8,227.32999999999998,8.960496029400002
HOUSTON_NG_22,71453,NG (Natural Gas),10.2,3.06,8.424972511
HOUSTON_NG_23,73893,NG (Natural Gas),839.0400000000001,251.72000000000003,8.78348198025
WILLIS_NG,73893,NG (Natural Gas),542.8,162.84,10.44718998
SHIRO_NG,73893,NG (Natural Gas),704.79,211.44,9.278425157000001
BRYAN_NG,73893,NG (Natural Gas),225.2,67.56,8.669398742
HOUSTON_NG_24,71703,NG (Natural Gas),350.87,105.26,9.718967624
BAYTOWN_NG_25,72083,NG (Natural Gas),2069.5,620.8499999999999,9.695627164
WHARTON_NG,73113,NG (Natural Gas),580.09,174.01,8.825331856800002
NEWGULF_NG,70693,NG (Natural Gas),101.9,30.57,8.771525047999999
THOMPSONS_NG,73533,NG (Natural Gas),4786.719999999999,1435.76,9.784895448230769
CHANNELVIEW_NG_26,73753,NG (Natural Gas),183.66,55.1,9.080372633
LAPORTE_NG_27,71743,NG (Natural Gas),176.4,52.92,8.721863164
FREEPORT_NG_28,74283,NG (Natural Gas),1030.82,309.27,8.741214527272728
SHIRO_NG_29,80333,NG (Natural Gas),234.93,70.48,9.278425157000001
FAIRFIELD_NG,80703,NG (Natural Gas),1036.02,310.8,9.038505661
JEWETT_C,80703,BIT (Bituminous Coal),1849.8,554.94,11.97649206
FAIRFIELD_C,80603,BIT (Bituminous Coal),1186.8,356.04,11.31927866
TRINIDAD_C,80603,BIT (Bituminous Coal),243.3,72.99000000000001,10.383773860000002
MTENTERPRISE_NG,80773,NG (Natural Gas),939.6,281.88,9.275084438
FRANKLIN_C,80873,BIT (Bituminous Coal),1795.4,538.62,11.9221769
BREMOND_C,80873,BIT (Bituminous Coal),349.2,104.76,10.48825676
JACKSONVILLE_C,81163,BIT (Bituminous Coal),713.4,214.02,10.612873223333333
