name,typ,node,maxcap,marginal_cost,mincap,var_om,no_load,st_cost,ramp,minup,mindn
NURSERY,ngcc,bus_7098,215.2,16.803999999999995,64.56,3,645.5999999999999,15064.0,215.2,4,4
VICTORIA,ngcc,bus_7098,479.3,17.58666666666667,143.78,3,1437.9,33551.0,479.3,4,4
POINTCOMFORT,ngcc,bus_7098,1062.5,17.408749999999998,318.75,3,3187.5,74375.0,1062.5,4,4
WHARTON,ngcc,bus_7098,580.09,17.29,174.01,3,1740.27,40606.3,580.09,4,4
LAREDO,ngcc,bus_4147,263.6,29.13,79.08,3,790.8000000000001,18452.0,263.6,4,4
SANTAROSA,coal,bus_4192,200.5,17.22666666666667,60.14999999999999,4,601.5,14035.0,66.165,12,12
BROWNSVILLE,ngcc,bus_4192,1522.71,17.535999999999998,456.81,3,4568.13,106589.7,1522.71,4,4
BISHOP,ngcc,bus_4017,44.2,16.81,13.26,3,132.60000000000002,3094.0,44.2,4,4
GREGORY,ngcc,bus_4017,948.99,17.575,284.7,3,2846.9700000000003,66429.3,948.99,4,4
CORPUSCHRISTI,ngcc,bus_4017,649.3100000000002,17.386000000000006,194.79,3,1947.9300000000005,45451.70000000001,649.3100000000002,4,4
CORPUSCHRISTI_6,ngcc,bus_4085,1082.2,18.33,324.66,3,3246.6000000000004,75754.0,1082.2,4,4
PEARSALL,ngcc,bus_4015,267.6,28.155,80.28,3,802.8000000000001,18732.0,267.6,4,4
ALEDO,ngcc,bus_5480,4.8,15.97,1.44,3,14.399999999999999,336.0,4.8,4,4
DALLAS,ngcc,bus_5385,1552.95,16.518571428571427,465.88000000000005,3,4658.85,108706.5,1552.95,4,4
ENNIS,ngcc,bus_5385,418.0,16.44,125.4,3,1254.0,29260.0,418.0,4,4
DALLAS_7,ngcc,bus_5037,308.47,17.05,92.54,3,925.4100000000001,21592.9,308.47,4,4
GRAHAM_8,ngcc,bus_5364,317.35,17.99,95.2,3,952.0500000000001,22214.5,317.35,4,4
POOLVILLE,ngcc,bus_5364,746.01,17.55,223.8,3,2238.0299999999997,52220.7,746.01,4,4
BRIDGEPORT,ngcc,bus_5364,1290.38,17.13285714285714,387.12,3,3871.1400000000003,90326.6,1290.38,4,4
ARLINGTON,ngcc,bus_5067,1327.21,17.654,398.16,3,3981.63,92904.7,1327.21,4,4
MCKINNEY,ngcc,bus_5444,894.65,17.588333333333335,268.4,3,2683.95,62625.5,894.65,4,4
MIDLOTHIAN,ngcc,bus_5444,2016.6,20.027500000000003,604.98,3,6049.799999999999,141162.0,2016.6,4,4
IRVING,coal,bus_5422,16.5,17.985,4.95,4,49.5,1155.0,5.445,12,12
LEWSIVILLE,ngcc,bus_5422,15.6,15.99,4.68,3,46.8,1092.0,15.6,4,4
TEMPLE,ngcc,bus_8087,803.19,20.14,240.96,3,2409.57,56223.3,803.19,4,4
RIESEL,coal,bus_8087,1008.0,21.25,302.4,4,3024.0,70560.0,332.64000000000004,12,12
FRANKLIN,coal,bus_8087,1795.4,20.96,538.62,4,5386.200000000001,125678.0,592.4820000000001,12,12
BREMOND,coal,bus_8087,349.2,19.12,104.76,4,1047.6,24444.0,115.236,12,12
MCKINNEY_9,ngcc,bus_5302,463.75,19.7,139.13,3,1391.25,32462.5,463.75,4,4
GRANBURY_10,ngcc,bus_5319,262.8,20.11,78.84,3,788.4000000000001,18396.0,262.8,4,4
DALLAS_11,ngcc,bus_5323,852.21,16.9,255.66,3,2556.63,59654.700000000004,852.21,4,4
SANANTONIO,ngcc,bus_6199,247.0,15.591428571428573,74.1,3,741.0,17290.0,247.0,4,4
MARION,ngcc,bus_6069,1088.22,17.78,326.45999999999987,3,3264.66,76175.40000000001,1088.22,4,4
LAGRANGE,coal,bus_6078,1689.9900000000002,18.95,507.0,4,5069.970000000001,118299.30000000002,557.6967000000001,12,12
WINCHESTER,ngcc,bus_6078,242.0,17.103333333333335,72.6,3,726.0,16940.0,242.0,4,4
ROCKDALE,coal,bus_6111,1252.1,19.105,375.63,4,3756.2999999999997,87647.0,413.193,12,12
SANANTONIO_12,ngcc,bus_6147,3276.4,18.775,982.92,3,9829.2,229348.0,3276.4,4,4
SEGUIN,ngcc,bus_6147,940.2,18.14,282.08,3,2820.6000000000004,65814.0,940.2,4,4
ELMENDORF,ngcc,bus_6244,1687.9899999999998,16.68875,506.4,3,5063.969999999999,118159.29999999999,1687.9899999999998,4,4
NEWBRAUNFELS,ngcc,bus_6058,992.2,17.892,297.68,3,2976.6000000000004,69454.0,992.2,4,4
PASADENA,ngcc,bus_7127,1273.2,16.901428571428575,381.96,3,3819.6000000000004,89124.0,1273.2,4,4
DEERPARK,ngcc,bus_7127,1428.0,15.933333333333335,428.4,3,4284.0,99960.0,1428.0,4,4
HOUSTON,ngcc,bus_7127,1904.6,15.737333333333336,571.3600000000001,3,5713.799999999999,133322.0,1904.6,4,4
MONTBELVIEU,ngcc,bus_7127,40.7,15.09,12.21,3,122.10000000000001,2849.0,40.7,4,4
CHANNELVIEW,ngcc,bus_7127,1378.26,15.803999999999995,413.48000000000013,3,4134.78,96478.2,1378.26,4,4
HOUSTON_13,ngcc,bus_7124,4.0,14.99,1.2,3,12.0,280.0,4.0,4,4
BAYTOWN,ngcc,bus_7422,914.6,16.35,274.36,3,2743.8,64022.0,914.6,4,4
FREEPORT,ngcc,bus_7422,497.92,15.72,149.36,3,1493.76,34854.4,497.92,4,4
ALVIN,ngcc,bus_7422,1508.9,15.799090909090907,452.67,3,4526.700000000001,105623.0,1508.9,4,4
HOUSTON_14,ngcc,bus_7410,8.0,14.99,2.4000000000000004,3,24.0,560.0,8.0,4,4
LAPORTE,ngcc,bus_7138,1459.2,15.85,437.77999999999986,3,4377.6,102144.0,1459.2,4,4
PASADENA_15,ngcc,bus_7138,757.8,15.888,227.33,3,2273.3999999999996,53046.0,757.8,4,4
HOUSTON_16,ngcc,bus_7404,10.2,15.03,3.06,3,30.599999999999998,714.0,10.2,4,4
HOUSTON_17,ngcc,bus_7170,682.67,16.005000000000006,204.8,3,2048.0099999999998,47786.899999999994,682.67,4,4
HOUSTON_18,ngcc,bus_7157,507.24,15.584000000000001,152.18,3,1521.72,35506.8,507.24,4,4
WILLIS,ngcc,bus_7157,542.8,18.26,162.84,3,1628.3999999999999,37996.0,542.8,4,4
SHIRO,ngcc,bus_7157,939.72,19.9,281.92,3,2819.16,65780.40000000001,939.72,4,4
BAYTOWN_19,ngcc,bus_7208,2069.5,17.06,620.8499999999998,3,6208.5,144865.0,2069.5,4,4
NEWGULF,ngcc,bus_7069,101.9,17.2,30.57,3,305.70000000000005,7133.0,101.9,4,4
THOMPSONS,ngcc,bus_7353,4786.719999999998,17.2,1435.76,3,14360.159999999996,335070.3999999999,4786.719999999998,4,4
CHANNELVIEW_20,ngcc,bus_7375,183.66,16.08,55.1,3,550.98,12856.199999999999,183.66,4,4
LAPORTE_21,ngcc,bus_7075,176.4,15.5,52.92,3,529.2,12348.0,176.4,4,4
FREEPORT_22,ngcc,bus_7428,1030.82,15.536363636363633,309.27,3,3092.46,72157.4,1030.82,4,4
FAIRFIELD,ngcc,bus_8070,1036.02,19.44,310.8,3,3108.06,72521.4,1036.02,4,4
JEWETT,coal,bus_8070,1849.8,21.03,554.94,4,5549.4,129486.0,610.434,12,12
FAIRFIELD_23,coal,bus_8060,1186.8,20.19,356.04,4,3560.3999999999996,83076.0,391.644,12,12
JACKSONVILLE,coal,bus_8060,713.4,22.55,214.02,4,2140.2,49938.0,235.422,12,12
TRINIDAD,coal,bus_8060,243.3,22.200000000000006,72.99000000000002,4,729.9000000000001,17031.0,80.289,12,12
BRYAN,ngcc,bus_8140,225.2,18.72,67.56,3,675.5999999999999,15764.0,225.2,4,4
bus_1001_WIND,wind,bus_1001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_1081_WIND,wind,bus_1081,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_2008_WIND,wind,bus_2008,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_3006_WIND,wind,bus_3006,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4002_WIND,wind,bus_4002,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4017_WIND,wind,bus_4017,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4040_WIND,wind,bus_4040,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4147_WIND,wind,bus_4147,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4192_WIND,wind,bus_4192,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5005_WIND,wind,bus_5005,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5007_WIND,wind,bus_5007,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5262_WIND,wind,bus_5262,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5364_WIND,wind,bus_5364,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_1001_SOLAR,solar,bus_1001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_1081_SOLAR,solar,bus_1081,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4002_SOLAR,solar,bus_4002,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_6349_SOLAR,solar,bus_6349,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7098_SOLAR,solar,bus_7098,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7127_SOLAR,solar,bus_7127,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7157_SOLAR,solar,bus_7157,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_8060_SOLAR,solar,bus_8060,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_2004_HYDRO,hydro,bus_2004,101.6,0.0,0.0,1,1.0,1.0,101.6,0,0
bus_4002_HYDRO,hydro,bus_4002,75.6,0.0,0.0,1,1.0,1.0,75.6,0,0
bus_4147_HYDRO,hydro,bus_4147,31.5,0.0,0.0,1,1.0,1.0,31.5,0,0
bus_5067_HYDRO,hydro,bus_5067,1.3,0.0,0.0,1,1.0,1.0,1.3,0,0
bus_5422_HYDRO,hydro,bus_5422,2.8,0.0,0.0,1,1.0,1.0,2.8,0,0
bus_5444_HYDRO,hydro,bus_5444,41.8,0.0,0.0,1,1.0,1.0,41.8,0,0
bus_6058_HYDRO,hydro,bus_6058,6.0,0.0,0.0,1,1.0,1.0,6.0,0,0
bus_6069_HYDRO,hydro,bus_6069,3.6,0.0,0.0,1,1.0,1.0,3.6,0,0
bus_6147_HYDRO,hydro,bus_6147,10.0,0.0,0.0,1,1.0,1.0,10.0,0,0
bus_6349_HYDRO,hydro,bus_6349,289.5,0.0,0.0,1,1.0,1.0,289.5,0,0
bus_7098_HYDRO,hydro,bus_7098,2.4,0.0,0.0,1,1.0,1.0,2.4,0,0
