Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
SHIRO,7170,NG (Natural Gas),939.72,281.92,5.059119497
BRYAN,7170,NG (Natural Gas),225.2,67.56,4.7270440250000005
BAYTOWN_10,7208,NG (Natural Gas),2069.5,620.8499999999999,5.286601506999999
PASADENA_11,7208,NG (Natural Gas),757.8,227.32999999999998,4.8857666462000005
NEWGULF,7069,NG (Natural Gas),101.9,30.57,4.782729034
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,5.335275598
FAIRFIELD,8060,NG (Natural Gas),2222.82,666.84,5.93323800825
JEWETT,8060,BIT (Bituminous Coal),1849.8,554.94,9.467582653
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,8.389623103
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,8.208516887
