Name,Bus,Fuel,Max_Cap,Min_Cap,MarginalCost
ELMENDORF,6244,NG (Natural Gas),1687.9899999999998,506.40000000000003,16.68875
NEWBRAUNFELS,6302,NG (Natural Gas),992.2,297.68,17.892
PASADENA,7400,NG (Natural Gas),1273.2,381.96000000000004,16.901428571428575
DEERPARK,7400,NG (Natural Gas),1428.0,428.40000000000003,15.933333333333334
HOUSTON,7400,NG (Natural Gas),1904.6,571.3600000000001,15.737333333333336
MONTBELVIEU,7400,NG (Natural Gas),40.7,12.21,15.09
CHANNELVIEW,7400,NG (Natural Gas),1378.26,413.4800000000001,15.803999999999997
HOUSTON_13,7124,NG (Natural Gas),4.0,1.2,14.99
BAYTOWN,7422,NG (Natural Gas),914.6,274.36,16.35
FREEPORT,7422,NG (Natural Gas),497.92,149.36,15.72
ALVIN,7422,NG (Natural Gas),1508.9,452.66999999999996,15.799090909090909
WADSWORTH_14,7098,NUC (Nuclear),1354.3,406.29,7.34
HOUSTON_15,7427,NG (Natural Gas),8.0,2.4000000000000004,14.99
LAPORTE,7138,NG (Natural Gas),1459.2,437.7799999999999,15.85
PASADENA_16,7138,NG (Natural Gas),757.8,227.32999999999998,15.888
HOUSTON_17,7404,NG (Natural Gas),10.2,3.06,15.03
HOUSTON_18,7170,NG (Natural Gas),770.39,231.1,15.904000000000002
HOUSTON_19,7157,NG (Natural Gas),419.52,125.88,15.605
WILLIS,7157,NG (Natural Gas),542.8,162.84,18.26
SHIRO,7157,NG (Natural Gas),704.79,211.44,19.9
BAYTOWN_20,7208,NG (Natural Gas),2069.5,620.8499999999999,17.06
NEWGULF,7069,NG (Natural Gas),101.9,30.57,17.2
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,17.2
CHANNELVIEW_21,7375,NG (Natural Gas),183.66,55.1,16.08
LAPORTE_22,7075,NG (Natural Gas),176.4,52.92,15.5
FREEPORT_23,7428,NG (Natural Gas),1030.82,309.27,15.536363636363633
SHIRO_24,8033,NG (Natural Gas),234.93,70.48,19.9
FAIRFIELD,8070,NG (Natural Gas),1036.02,310.8,19.44
JEWETT,8070,BIT (Bituminous Coal),1849.8,554.94,21.03
FAIRFIELD_25,8060,BIT (Bituminous Coal),1186.8,356.04,20.19
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,22.55
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,22.200000000000003
MTENTERPRISE,8077,NG (Natural Gas),939.6,281.88,16.6
BRYAN,8140,NG (Natural Gas),225.2,67.56,18.72
