Name,Bus,Fuel,Max_Cap,Min_Cap,MarginalCost
NEWBRAUNFELS,6230,NG (Natural Gas),992.2,297.68,17.892
PASADENA,7127,NG (Natural Gas),1273.2,381.96000000000004,16.901428571428575
DEERPARK,7127,NG (Natural Gas),1428.0,428.40000000000003,15.933333333333334
LAPORTE,7127,NG (Natural Gas),1459.2,437.7799999999999,15.85
MONTBELVIEU,7127,NG (Natural Gas),40.7,12.21,15.09
CHANNELVIEW,7127,NG (Natural Gas),1561.92,468.5800000000001,15.829090909090905
HOUSTON,7127,NG (Natural Gas),878.4,263.52,15.853333333333333
FREEPORT,7127,NG (Natural Gas),1030.82,309.27,15.536363636363633
HOUSTON_13,7330,NG (Natural Gas),1030.2,309.04,15.593
BAYTOWN,7084,NG (Natural Gas),914.6,274.36,16.35
FREEPORT_14,7084,NG (Natural Gas),497.92,149.36,15.72
ALVIN,7084,NG (Natural Gas),1508.9,452.66999999999996,15.799090909090909
HOUSTON_15,7410,NG (Natural Gas),8.0,2.4000000000000004,14.99
HOUSTON_16,7177,NG (Natural Gas),517.44,155.24,15.491666666666667
WILLIS,7177,NG (Natural Gas),542.8,162.84,18.26
SHIRO,7177,NG (Natural Gas),939.72,281.92,19.9
BRYAN,7177,NG (Natural Gas),225.2,67.56,18.72
HOUSTON_17,7170,NG (Natural Gas),682.67,204.8,16.005000000000003
BAYTOWN_18,7208,NG (Natural Gas),2069.5,620.8499999999999,17.06
PASADENA_19,7208,NG (Natural Gas),757.8,227.32999999999998,15.888
NEWGULF,7069,NG (Natural Gas),101.9,30.57,17.2
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,17.2
LAPORTE_20,7004,NG (Natural Gas),176.4,52.92,15.5
FAIRFIELD,8070,NG (Natural Gas),1036.02,310.8,19.44
JEWETT,8070,BIT (Bituminous Coal),1849.8,554.94,21.03
FAIRFIELD_21,8060,BIT (Bituminous Coal),1186.8,356.04,20.19
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,22.55
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,22.200000000000003
