Node,Time,Value
bus_3006,6,0.0
bus_3006,7,0.0
bus_3006,8,0.04639978358020924
bus_3006,9,0.12806367368305072
bus_3006,10,0.20603828875343644
bus_3006,11,0.5398332928330412
bus_3006,12,0.839803238343767
bus_3006,13,-0.0007794162157852558
bus_3006,14,-0.1880238589055233
bus_3006,15,-0.32519199614547556
bus_3006,16,-0.472075487619082
bus_3006,17,-0.7311776983853056
bus_3006,18,-0.925134466927506
bus_3006,19,-1.0370067103841312
bus_3006,20,-1.1356592068498612
bus_3006,21,-1.1739078905851292
bus_3006,22,-1.1449266423851248
bus_3006,23,-1.1486149280398084
bus_3006,24,-1.1807925315649406
bus_4002,1,-1.002039323386466
bus_4002,2,-0.9724548728245093
bus_4002,3,-0.9810807822099993
bus_4002,4,-1.000829116970639
bus_4002,5,-1.0155476707647968
bus_4002,6,-1.0186935550704599
bus_4002,7,-1.0595921445513437
bus_4002,8,-1.060387409846731
bus_4002,9,-1.0317004295273478
bus_4002,10,-1.0039513200984607
bus_4002,11,-0.8602659867133996
bus_4002,12,-0.8124015966962966
bus_4002,13,-0.8962325578859185
bus_4002,14,-0.8671192586089934
bus_4002,15,-0.8785104864643005
bus_4002,16,-0.8494219305169074
bus_4002,17,-1.0052978288174241
bus_4002,18,-0.757306626761254
bus_4002,19,-0.3478586717667971
bus_4002,20,-0.3807307257989863
bus_4002,21,-0.36044897230574685
bus_4002,22,-0.40413800367410346
bus_4002,23,-0.9119312013263348
bus_4002,24,-1.0108454535982387
bus_4003,1,-1.4667157757022429
bus_4003,2,-1.4175593645683604
bus_4003,3,-1.4367461160782948
bus_4003,4,-1.4749405139076508
bus_4003,5,-1.482262551325537
bus_4003,6,-1.5023015968649458
bus_4003,7,-1.5133958013256938
bus_4003,8,-1.4617363666077883
bus_4003,9,-1.3610086946402977
bus_4003,10,-1.258246124477389
bus_4003,11,-0.24300846997698267
bus_4003,12,-0.20065594980229168
bus_4003,13,-0.2899634557840369
bus_4003,14,-0.26216596855136165
bus_4003,15,-0.2486324704824068
bus_4003,16,-0.029716551012478675
bus_4003,17,-0.1649721922204786
bus_4003,18,0.07226214714541584
bus_4003,19,-0.06494717567771525
bus_4003,20,-0.11878615430112541
bus_4003,21,-0.08659034806391656
bus_4003,22,0.06239095618014018
bus_4003,23,-0.033432295997646466
bus_4003,24,-0.11211115000423622
bus_4007,1,-1.490475114703226
bus_4007,2,-1.44267230062809
bus_4007,3,-1.4613962922131272
bus_4007,4,-1.4986129067754328
bus_4007,5,-1.5055206941377648
bus_4007,6,-1.5252220301232475
bus_4007,7,-1.5353376605447138
bus_4007,8,-1.4828089804070301
bus_4007,9,-1.3814137753653797
bus_4007,10,-1.278090477123494
bus_4007,11,-0.2785320236324032
bus_4007,12,-0.23791643449045652
bus_4007,13,-0.326774003884446
bus_4007,14,-0.2991327828077541
bus_4007,15,-0.28571019653450824
bus_4007,16,-0.06532859664470583
bus_4007,17,-0.2022015577488625
bus_4007,18,0.03231160487161833
bus_4007,19,-0.10366956043021375
bus_4007,20,-0.15695611632999984
bus_4007,21,-0.12465207108186827
bus_4007,22,0.023822760923550013
bus_4007,23,-0.07271478350060961
bus_4007,24,-0.14960959628597187
bus_4017,1,-1.2344663490901455
bus_4017,2,-1.1828005661923238
bus_4017,3,-1.2029481680031795
bus_4017,4,-1.2434746499401719
bus_4017,5,-1.2537448188174396
bus_4017,6,-1.2766293271250713
bus_4017,7,-1.2952344969561345
bus_4017,8,-1.2502629205687472
bus_4017,9,-1.1566687592598999
bus_4017,10,-1.0622220483657943
bus_4017,11,0.17178404307294293
bus_4017,12,0.278743025017433
bus_4017,13,0.20612008603926513
bus_4017,14,0.252094388396213
bus_4017,15,0.27876342571231727
bus_4017,16,0.30496423327958466
bus_4017,17,0.2220662830160267
bus_4017,18,0.5334426814094786
bus_4017,19,0.39487481699911414
bus_4017,20,0.34116341962986674
bus_4017,21,0.37340378885920517
bus_4017,22,0.522905019174515
bus_4017,23,0.4292951326508051
bus_4017,24,0.31629679680935063
bus_4040,1,-1.3583916284329605
bus_4040,2,-1.3088381306594885
bus_4040,3,-1.3278105160961868
bus_4040,4,-1.3657235328238297
bus_4040,5,-1.3732188720157248
bus_4040,6,-1.3914023196870957
bus_4040,7,-1.40349305561026
bus_4040,8,-1.3546651669201357
bus_4040,9,-1.257276559257354
bus_4040,10,-1.157549670609832
bus_4040,11,-0.16939996631345933
bus_4040,12,-0.13138117390272624
bus_4040,13,-0.22323562831711502
bus_4040,14,-0.19838770821167884
bus_4040,15,-0.18705825770218104
bus_4040,16,0.05462596028807298
bus_4040,17,-0.08149205884008048
bus_4040,18,0.15803502211405746
bus_4040,19,0.0254614541787071
bus_4040,20,-0.028895443574994017
bus_4040,21,0.0019471716167799857
bus_4040,22,0.14770953965438055
bus_4040,23,0.04601273461426736
bus_4040,24,-0.036025104176265754
bus_4042,1,-1.4546688587729564
bus_4042,2,-1.4071670322777272
bus_4042,3,-1.4256840828917703
bus_4042,4,-1.46245264896408
bus_4042,5,-1.4688955663613101
bus_4042,6,-1.4876502346075822
bus_4042,7,-1.4967448298212653
bus_4042,8,-1.4437979406242354
bus_4042,9,-1.3421228673742132
bus_4042,10,-1.2383296679424867
bus_4042,11,-0.23922990338652267
bus_4042,12,-0.19742219978842607
bus_4042,13,-0.28605146781270135
bus_4042,14,-0.2584792765451981
bus_4042,15,-0.2451283817372585
bus_4042,16,-0.02911247687018531
bus_4042,17,-0.1642781192847258
bus_4042,18,0.07357345282481598
bus_4042,19,-0.06052985214046125
bus_4042,20,-0.11374662634167465
bus_4042,21,-0.08181840502523524
bus_4042,22,0.06547219992280867
bus_4042,23,-0.03307709621564103
bus_4042,24,-0.11202046818974182
bus_4066,1,-1.4863621328347187
bus_4066,2,-1.4386122943838922
bus_4066,3,-1.4573148042661952
bus_4066,4,-1.4944449795607646
bus_4066,5,-1.501068984643741
bus_4066,6,-1.520537494091642
bus_4066,7,-1.5299190511533094
bus_4066,8,-1.476694130856164
bus_4066,9,-1.3745572496039848
bus_4066,10,-1.2703951486364493
bus_4066,11,-0.2663039525253297
bus_4066,12,-0.22468433824678732
bus_4066,13,-0.3132339749912611
bus_4066,14,-0.2853104453743279
bus_4066,15,-0.2716847866134624
bus_4066,16,-0.05590667352087854
bus_4066,17,-0.19194230562561815
bus_4066,18,0.0437759989454617
bus_4066,19,-0.09206446171714627
bus_4066,20,-0.1453132902545584
bus_4066,21,-0.11302040551883374
bus_4066,22,0.0353758934553573
bus_4066,23,-0.06126495437427987
bus_4066,24,-0.1387113513628665
bus_4071,1,-1.3882756903744073
bus_4071,2,-1.334466574211898
bus_4071,3,-1.3552035187706721
bus_4071,4,-1.3946882647168235
bus_4071,5,-1.3908671250129703
bus_4071,6,-1.4024234256823411
bus_4071,7,-1.3838854726025998
bus_4071,8,-1.303118474320467
bus_4071,9,-1.169484984332066
bus_4071,10,-1.0283865826977243
bus_4071,11,0.10859361092946307
bus_4071,12,0.15224878787417717
bus_4071,13,0.05996414060382127
bus_4071,14,0.08678757766788725
bus_4071,15,0.09960313328295012
bus_4071,16,0.26974119280469955
bus_4071,17,0.13653550123354213
bus_4071,18,0.3785317985257184
bus_4071,19,0.23751452635997633
bus_4071,20,0.18166386493649814
bus_4071,21,0.21334478927452144
bus_4071,22,0.36377451537575994
bus_4071,23,0.2697653975027977
bus_4071,24,0.18680855428757723
bus_4079,1,-1.4438327284094161
bus_4079,2,-1.3951980002406144
bus_4079,3,-1.4140855778941932
bus_4079,4,-1.4517713528280332
bus_4079,5,-1.4593551090736878
bus_4079,6,-1.478891696896496
bus_4079,7,-1.4909130841716645
bus_4079,8,-1.4408445487722763
bus_4079,9,-1.3420759632657442
bus_4079,10,-1.2413745444872346
bus_4079,11,-0.24846846444013715
bus_4079,12,-0.20926444561921514
bus_4079,13,-0.299458342314168
bus_4079,14,-0.2729838529869889
bus_4079,15,-0.26043023946663535
bus_4079,16,-0.028420670134552517
bus_4079,17,-0.16542054978794168
bus_4079,18,0.07034409033070453
bus_4079,19,-0.06469995452951696
bus_4079,20,-0.11846293618594854
bus_4079,21,-0.08667950203977348
bus_4079,22,0.06096348326845802
bus_4079,23,-0.03722217556313201
bus_4079,24,-0.1157630341575879
bus_4085,1,-1.3688731935029168
bus_4085,2,-1.319579585212612
bus_4085,3,-1.3388325873932496
bus_4085,4,-1.3768580705141356
bus_4085,5,-1.3823348478942978
bus_4085,6,-1.401104714137029
bus_4085,7,-1.4073635640102582
bus_4085,8,-1.3508802469071877
bus_4085,9,-1.2450092133431028
bus_4085,10,-1.1365556272665063
bus_4085,11,-0.014789438541011224
bus_4085,12,0.05579589686585634
bus_4085,13,-0.025633958357803466
bus_4085,14,0.01022633879021917
bus_4085,15,0.02958215191840341
bus_4085,16,0.14840088885164726
bus_4085,17,0.0360762041916991
bus_4085,18,0.3057302619729494
bus_4085,19,0.169226857987302
bus_4085,20,0.11583679737776742
bus_4085,21,0.14802820388475593
bus_4085,22,0.29659379090371996
bus_4085,23,0.2007621075813796
bus_4085,24,0.1073002553492553
bus_4088,1,-1.4868744188712053
bus_4088,2,-1.439338126412512
bus_4088,3,-1.4579577154890075
bus_4088,4,-1.494964777279633
bus_4088,5,-1.50182110626147
bus_4088,6,-1.5214028583275094
bus_4088,7,-1.5314294168177407
bus_4088,8,-1.4789034915577501
bus_4088,9,-1.3775881951690032
bus_4088,10,-1.274375388987124
bus_4088,11,-0.27532735152487536
bus_4088,12,-0.23401829904858773
bus_4088,13,-0.32253713722019206
bus_4088,14,-0.2946945505575549
bus_4088,15,-0.28112913422159214
bus_4088,16,-0.06338160155960479
bus_4088,17,-0.19962807834972782
bus_4088,18,0.03581993049633894
bus_4088,19,-0.09968128614419305
bus_4088,20,-0.15285128409617993
bus_4088,21,-0.12057898538162413
bus_4088,22,0.02763968321736059
bus_4088,23,-0.06928762774850197
bus_4088,24,-0.14658630895682756
bus_4103,1,-1.5061404161747862
bus_4103,2,-1.45713842168099
bus_4103,3,-1.47637658897092
bus_4103,4,-1.5145094919297593
bus_4103,5,-1.5210225273258997
bus_4103,6,-1.5410457801786464
bus_4103,7,-1.5498502943238723
bus_4103,8,-1.4953973134928626
bus_4103,9,-1.3915308763862777
bus_4103,10,-1.2854129436185606
bus_4103,11,-0.2633571037775019
bus_4103,12,-0.22156220067127236
bus_4103,13,-0.31060445871974757
bus_4103,14,-0.2824440564318782
bus_4103,15,-0.2686261313430473
bus_4103,16,-0.054175610288833664
bus_4103,17,-0.190688587290348
bus_4103,18,0.04370196168992052
bus_4103,19,-0.09492594565316731
bus_4103,20,-0.14862743683640411
bus_4103,21,-0.11602167407897984
bus_4103,22,0.03394646076866187
bus_4103,23,-0.060120730251654486
bus_4103,24,-0.13679558599282454
bus_4147,1,-1.2499999999999993
bus_4147,2,-1.2499999999999993
bus_4147,3,-1.2499999999999993
bus_4147,4,-1.2499999999999993
bus_4147,5,-1.2499999999999993
bus_4147,6,-1.2499999999999993
bus_4147,7,-1.2499999999999993
bus_4147,8,-1.2036002164197908
bus_4147,9,-1.1219363263169493
bus_4147,10,-1.0439617112465636
bus_4147,11,-0.5140605874409133
bus_4147,12,-0.46041807169189397
bus_4147,13,-0.5197309352819902
bus_4147,14,-0.48754753005256457
bus_4147,15,-0.47129188566004365
bus_4147,16,-0.3528452774982226
bus_4147,17,-0.46829570879137206
bus_4147,18,-0.19527147959669988
bus_4147,19,-0.24962500289869566
bus_4147,20,-0.2839492121274202
bus_4147,21,-0.2570674072832552
bus_4147,22,-0.151906091334002
bus_4147,23,-0.3166552436667557
bus_4147,24,-0.4068259204582384
bus_4192,1,-1.3469611610849455
bus_4192,2,-1.2919800714579188
bus_4192,3,-1.312999924498003
bus_4192,4,-1.3526058709050526
bus_4192,5,-1.3458109804815108
bus_4192,6,-1.3544930761359972
bus_4192,7,-1.328222482951584
bus_4192,8,-1.2404364880972636
bus_4192,9,-1.0989364592820905
bus_4192,10,-0.9484286708526986
bus_4192,11,0.2021343568418309
bus_4192,12,0.2419936169193717
bus_4192,13,0.14747816449319862
bus_4192,14,0.17238832543118854
bus_4192,15,0.18379637090105116
bus_4192,16,0.35641819214709825
bus_4192,17,0.22116552859341132
bus_4192,18,0.46176356767593063
bus_4192,19,0.3212171368940565
bus_4192,20,0.2647043868890887
bus_4192,21,0.29585592130542515
bus_4192,22,0.44567781030288756
bus_4192,23,0.3502962369313328
bus_4192,24,0.2667905729144051
bus_5003,1,-1.375802688739589
bus_5003,2,-1.3738679093188775
bus_5003,3,-1.3751683581330423
bus_5003,4,-1.378384685602171
bus_5003,5,-1.3837803342731194
bus_5003,6,-1.3914993442881076
bus_5003,7,-1.3839643421466346
bus_5003,8,-1.339706457740613
bus_5003,9,-1.2495091975467123
bus_5003,10,-1.162341893948537
bus_5003,11,-0.854852015275022
bus_5003,12,-0.5400983006677303
bus_5003,13,-1.2740988985346458
bus_5003,14,-1.2728561542604306
bus_5003,15,-1.2718478762025982
bus_5003,16,-1.27181782670265
bus_5003,17,-1.3078253404189097
bus_5003,18,-1.302027822227976
bus_5003,19,-1.296512317576734
bus_5003,20,-1.2937405095812655
bus_5003,21,-1.2933585793343498
bus_5003,22,-1.2961438938144214
bus_5003,23,-1.2982786666941661
bus_5003,24,-1.2997262337555942
bus_5004,1,-1.356274388893526
bus_5004,2,-1.3544898999158472
bus_5004,3,-1.355919990455268
bus_5004,4,-1.3594950439944213
bus_5004,5,-1.3658587053929272
bus_5004,6,-1.3753308921961889
bus_5004,7,-1.3775388900343097
bus_5004,8,-1.3336134126375705
bus_5004,9,-1.2512972869059218
bus_5004,10,-1.1736412719458371
bus_5004,11,-0.9139686253106458
bus_5004,12,-0.6227230741284494
bus_5004,13,-1.2654061334462805
bus_5004,14,-1.25700453023608
bus_5004,15,-1.2522531636881522
bus_5004,16,-1.2505998062221964
bus_5004,17,-1.2988318627097286
bus_5004,18,-1.2577696453530125
bus_5004,19,-1.247783889219262
bus_5004,20,-1.245339422485812
bus_5004,21,-1.242196648353893
bus_5004,22,-1.2373881510032416
bus_5004,23,-1.2591545910780486
bus_5004,24,-1.2772240367774166
bus_5005,1,-1.0336234812351432
bus_5005,2,-1.0230831231477362
bus_5005,3,-1.0267548279556116
bus_5005,4,-1.035376058302404
bus_5005,5,-1.0442180555158367
bus_5005,6,-1.0514430169090003
bus_5005,7,-1.0662393110269561
bus_5005,8,-1.0218563432409442
bus_5005,9,-0.9551930918966102
bus_5005,10,-0.8923581101241901
bus_5005,11,-0.605591548658361
bus_5005,12,-0.33024507016840654
bus_5005,13,-1.029682256069392
bus_5005,14,-1.041201099771745
bus_5005,15,-1.050271278357656
bus_5005,16,-1.0620153728060377
bus_5005,17,-1.1142996130752905
bus_5005,18,-1.1031339909088893
bus_5005,19,-1.1023751611552157
bus_5005,20,-1.108365803804134
bus_5005,21,-1.1106952807216768
bus_5005,22,-1.1093075049969212
bus_5005,23,-1.1245981907155564
bus_5005,24,-1.1405966299104138
bus_5007,1,-1.3094767822553757
bus_5007,2,-1.3064231117048957
bus_5007,3,-1.3079152522536013
bus_5007,4,-1.311530100526642
bus_5007,5,-1.3166715983806776
bus_5007,6,-1.3231363743013307
bus_5007,7,-1.3232647042436614
bus_5007,8,-1.2786907937324827
bus_5007,9,-1.1959914153204014
bus_5007,10,-1.116948420685838
bus_5007,11,-0.8066260915836619
bus_5007,12,-0.49603228521000375
bus_5007,13,-1.2461283710603122
bus_5007,14,-1.2467988829373835
bus_5007,15,-1.2472041634424387
bus_5007,16,-1.2482905316823127
bus_5007,17,-1.2804313435846204
bus_5007,18,-1.2758753809054495
bus_5007,19,-1.2713231505691476
bus_5007,20,-1.269811034512803
bus_5007,21,-1.2699931212638615
bus_5007,22,-1.2726302191446652
bus_5007,23,-1.275366175311505
bus_5007,24,-1.2777505408888459
bus_5008,1,-0.8671828102119163
bus_5008,2,-0.8615907207201312
bus_5008,3,-0.8636361882820871
bus_5008,4,-0.8684643196546293
bus_5008,5,-0.8737423748221731
bus_5008,6,-0.8785702235254245
bus_5008,7,-0.8859529022177364
bus_5008,8,-0.8395420927784336
bus_5008,9,-0.7681531527465495
bus_5008,10,-0.700437477377239
bus_5008,11,-0.43507685230319426
bus_5008,12,-0.18102619040909396
bus_5008,13,-0.8340697632339316
bus_5008,14,-0.8614832377376771
bus_5008,15,-0.8821764743485656
bus_5008,16,-0.9060273817598509
bus_5008,17,-0.9740316975792476
bus_5008,18,-0.9796664785340755
bus_5008,19,-0.9902955035991045
bus_5008,20,-1.005262844552544
bus_5008,21,-1.0105584886625598
bus_5008,22,-1.0050999280615696
bus_5008,23,-1.0205030131202866
bus_5008,24,-1.0391586912233217
bus_5011,1,-1.3521589706890023
bus_5011,2,-1.3517902571576894
bus_5011,3,-1.353039561334049
bus_5011,4,-1.3562888771774828
bus_5011,5,-1.3633416250507733
bus_5011,6,-1.3750289289602529
bus_5011,7,-1.3830759500026242
bus_5011,8,-1.3410622702445671
bus_5011,9,-1.262820354507951
bus_5011,10,-1.1910201061811914
bus_5011,11,-0.9898478554657881
bus_5011,12,-0.7333294807755335
bus_5011,13,-1.2757831331995038
bus_5011,14,-1.2570116940969864
bus_5011,15,-1.2462780388586086
bus_5011,16,-1.2419591076582128
bus_5011,17,-1.2996606092528258
bus_5011,18,-1.2153093469173735
bus_5011,19,-1.2009638549827806
bus_5011,20,-1.1992522128793472
bus_5011,21,-1.1922664060850385
bus_5011,22,-1.1763261472718594
bus_5011,23,-1.22104420282082
bus_5011,24,-1.2579206126314282
bus_5016,1,-1.2499999999999998
bus_5016,2,-1.2499999999999998
bus_5016,3,-1.2499999999999998
bus_5016,4,-1.2499999999999998
bus_5016,5,-1.2499999999999998
bus_5016,6,-1.2499999999999998
bus_5016,7,-1.2499999999999998
bus_5016,8,-1.2036002164197908
bus_5016,9,-1.1219363263169493
bus_5016,10,-1.0439617112465636
bus_5016,11,-0.7101667071669588
bus_5016,12,-0.410196761656233
bus_5016,13,-1.2499999999999998
bus_5016,14,-1.2499999999999998
bus_5016,15,-1.2499999999999998
bus_5016,16,-1.2499999999999998
bus_5016,17,-1.2499999999999998
bus_5016,18,-1.2499999999999998
bus_5016,19,-1.2499999999999998
bus_5016,20,-1.2499999999999998
bus_5016,21,-1.2499999999999998
bus_5016,22,-1.2499999999999998
bus_5016,23,-1.2499999999999998
bus_5016,24,-1.2499999999999998
bus_5030,1,-1.2722033087468938
bus_5030,2,-1.2678112308610157
bus_5030,3,-1.2697252854477021
bus_5030,4,-1.274319182038288
bus_5030,5,-1.2803165837503787
bus_5030,6,-1.2872465700574336
bus_5030,7,-1.2924425627819163
bus_5030,8,-1.2454885460865923
bus_5030,9,-1.16766671236402
bus_5030,10,-1.0939072074074945
bus_5030,11,-0.7792079095790948
bus_5030,12,-0.47719958858910816
bus_5030,13,-1.2270106203681261
bus_5030,14,-1.2295939383838814
bus_5030,15,-1.2315938645397269
bus_5030,16,-1.235473408690028
bus_5030,17,-1.2700366612088123
bus_5030,18,-1.2692395574330866
bus_5030,19,-1.2667920554743095
bus_5030,20,-1.2666753043607393
bus_5030,21,-1.2672116439538381
bus_5030,22,-1.2689118318427899
bus_5030,23,-1.2710571348376902
bus_5030,24,-1.273099840500702
bus_5037,1,-1.3148849264372107
bus_5037,2,-1.312651708846502
bus_5037,3,-1.3138811792982235
bus_5037,4,-1.3168857707509891
bus_5037,5,-1.3214781770855333
bus_5037,6,-1.3276165468108205
bus_5037,7,-1.3210182751755457
bus_5037,8,-1.2757109823606727
bus_5037,9,-1.1870353676247283
bus_5037,10,-1.1012597569371672
bus_5037,11,-0.7950698875409932
bus_5037,12,-0.48238521144913304
bus_5037,13,-1.2113183393694467
bus_5037,14,-1.2107147092039312
bus_5037,15,-1.2103093793848476
bus_5037,16,-1.2106206911146202
bus_5037,17,-1.2470590763117833
bus_5037,18,-1.2376405941891848
bus_5037,19,-1.2285280434250818
bus_5037,20,-1.225692525926493
bus_5037,21,-1.2262234502940934
bus_5037,22,-1.2317073229494013
bus_5037,23,-1.2367627721938872
bus_5037,24,-1.2409763159025544
bus_5048,1,-1.2694209809537318
bus_5048,2,-1.2671170279858404
bus_5048,3,-1.268162653225855
bus_5048,4,-1.2706812708560151
bus_5048,5,-1.274077547238778
bus_5048,6,-1.2781369435089047
bus_5048,7,-1.2794462942922353
bus_5048,8,-1.2327636904412176
bus_5048,9,-1.1516879702222904
bus_5048,10,-1.0743482958462345
bus_5048,11,-0.7705624232604218
bus_5048,12,-0.46683951254245737
bus_5048,13,-1.1898973284514343
bus_5048,14,-1.1897821089405893
bus_5048,15,-1.1900101010455106
bus_5048,16,-1.1918318233586827
bus_5048,17,-1.2297291165097244
bus_5048,18,-1.218238525356991
bus_5048,19,-1.2034275907751102
bus_5048,20,-1.1999443605271047
bus_5048,21,-1.2020022239700021
bus_5048,22,-1.2126645689047657
bus_5048,23,-1.2198408259558298
bus_5048,24,-1.22609796745118
bus_5084,1,-1.3448248224704937
bus_5084,2,-1.3427522303241912
bus_5084,3,-1.34401106056795
bus_5084,4,-1.3471063450527279
bus_5084,5,-1.3520778856653588
bus_5084,6,-1.358976790401586
bus_5084,7,-1.3555907278197987
bus_5084,8,-1.3107135607729936
bus_5084,9,-1.2244414450932486
bus_5084,10,-1.1416374081763814
bus_5084,11,-0.8331859266442627
bus_5084,12,-0.516023546145319
bus_5084,13,-1.2538309000922694
bus_5084,14,-1.2533499430673924
bus_5084,15,-1.2528084168631362
bus_5084,16,-1.2526450335388084
bus_5084,17,-1.2875921216180584
bus_5084,18,-1.2747004188678777
bus_5084,19,-1.2681412688607703
bus_5084,20,-1.2654332092307035
bus_5084,21,-1.2655169924775633
bus_5084,22,-1.2695168112844428
bus_5084,23,-1.2750651851692356
bus_5084,24,-1.2810562712373208
bus_5103,1,-1.3534496677873702
bus_5103,2,-1.351389227653957
bus_5103,3,-1.3526673965766949
bus_5103,4,-1.3558142460520783
bus_5103,5,-1.3609175329614356
bus_5103,6,-1.3680486398826976
bus_5103,7,-1.3641782593964389
bus_5103,8,-1.319435230670142
bus_5103,9,-1.2326580399639298
bus_5103,10,-1.1493132569463285
bus_5103,11,-0.8413578819293424
bus_5103,12,-0.5259853025744273
bus_5103,13,-1.2631691527627664
bus_5103,14,-1.2623934791225562
bus_5103,15,-1.261700592974769
bus_5103,16,-1.261658957899949
bus_5103,17,-1.2966306745115528
bus_5103,18,-1.2896544386424451
bus_5103,19,-1.283616783549084
bus_5103,20,-1.2809789991339573
bus_5103,21,-1.2808670304848138
bus_5103,22,-1.2842282990138207
bus_5103,23,-1.2871951344679229
bus_5103,24,-1.2896654257389215
bus_5126,1,-1.3783301350668355
bus_5126,2,-1.3764220154197098
bus_5126,3,-1.37771366551803
bus_5126,4,-1.3809093893836728
bus_5126,5,-1.386285634259209
bus_5126,6,-1.3939913622855233
bus_5126,7,-1.3884624507998145
bus_5126,8,-1.344154344809048
bus_5126,9,-1.2556748121470256
bus_5126,10,-1.1705052652897423
bus_5126,11,-0.8626450344244154
bus_5126,12,-0.5480257874998127
bus_5126,13,-1.2842783861056541
bus_5126,14,-1.283081144096079
bus_5126,15,-1.2820956313517264
bus_5126,16,-1.282126863924352
bus_5126,17,-1.3176935109446326
bus_5126,18,-1.3121979703126387
bus_5126,19,-1.3069125134075636
bus_5126,20,-1.3041525915580208
bus_5126,21,-1.3037777818737015
bus_5126,22,-1.3065553984794043
bus_5126,23,-1.3084363019145806
bus_5126,24,-1.3097385254792018
bus_5161,1,-1.3794484555972089
bus_5161,2,-1.3775311633813354
bus_5161,3,-1.3788343304701112
bus_5161,4,-1.382059367445047
bus_5161,5,-1.3874933894453514
bus_5161,6,-1.3952903073025311
bus_5161,7,-1.386467538505501
bus_5161,8,-1.3422986546756452
bus_5161,9,-1.250959065453349
bus_5161,10,-1.1624870870746842
bus_5161,11,-0.8551980485895291
