Name,Bus,Fuel,Max_Cap,Min_Cap,MarginalCost
LEWSIVILLE,5465,NG (Natural Gas),15.600000000000001,4.68,15.99
LAGRANGE,6005,BIT (Bituminous Coal),1689.9900000000002,507.0,18.95
WINCHESTER,6005,NG (Natural Gas),242.0,72.6,17.103333333333335
SANANTONIO_5,6147,NG (Natural Gas),3276.4,982.9200000000001,18.775000000000002
SEGUIN,6147,NG (Natural Gas),940.2,282.08,18.14
ELMENDORF,6147,NG (Natural Gas),1687.9899999999998,506.40000000000003,16.68875
PASADENA,7127,NG (Natural Gas),1273.2,381.96000000000004,16.901428571428575
BAYTOWN,7127,NG (Natural Gas),1091.8999999999999,327.55000000000007,6.540000000000001
DEERPARK,7127,NG (Natural Gas),1428.0,428.40000000000003,15.933333333333334
LAPORTE,7127,NG (Natural Gas),1459.2,437.7799999999999,15.85
HOUSTON,7127,NG (Natural Gas),1914.8000000000002,574.4200000000001,15.693124999999998
MONTBELVIEU,7127,NG (Natural Gas),40.7,12.21,15.09
FREEPORT,7127,NG (Natural Gas),1528.74,458.6300000000001,15.585333333333335
CHANNELVIEW,7127,NG (Natural Gas),1561.92,468.5800000000001,15.829090909090905
ALVIN,7127,NG (Natural Gas),1508.9,452.66999999999996,15.799090909090909
HOUSTON_6,7004,NG (Natural Gas),4.0,1.2,14.99
LAPORTE_7,7004,NG (Natural Gas),176.4,52.92,15.5
HOUSTON_8,7248,NG (Natural Gas),8.0,2.4000000000000004,14.99
HOUSTON_9,7170,NG (Natural Gas),1189.91,356.98,15.77111111111111
WILLIS,7170,NG (Natural Gas),542.8,162.84,18.26
SHIRO,7170,NG (Natural Gas),939.72,281.92,19.9
BRYAN,7170,NG (Natural Gas),225.2,67.56,18.72
BAYTOWN_10,7208,NG (Natural Gas),2069.5,620.8499999999999,17.06
PASADENA_11,7208,NG (Natural Gas),757.8,227.32999999999998,15.888
NEWGULF,7069,NG (Natural Gas),101.9,30.57,17.2
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,17.2
FAIRFIELD,8060,NG (Natural Gas),2222.82,666.84,19.6275
JEWETT,8060,BIT (Bituminous Coal),1849.8,554.94,21.03
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,22.55
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,22.200000000000003
